GB	FGN
GB49700	NA
GB49701	FBgn0039560
GB49702	FBgn0039561
GB49703	NA
GB49704	FBgn0037232
GB49705	FBgn0020907
GB49706	FBgn0043069
GB49708	FBgn0037829
GB49709	FBgn0031040
GB49710	NA
GB49711	FBgn0086779
GB49712	FBgn0035141
GB49713	FBgn0050259
GB49714	FBgn0262114
GB49715	NA
GB49716	NA
GB49717	NA
GB49721	NA
GB49722	FBgn0000114
GB49723	FBgn0000114
GB49725	FBgn0038248
GB49726	NA
GB49727	FBgn0036742
GB49728	FBgn0038545
GB49729	NA
GB49730	NA
GB49732	NA
GB49733	NA
GB49734	FBgn0260386
GB49735	NA
GB49736	NA
GB49737	NA
GB49738	FBgn0034012
GB49739	FBgn0013684
GB49740	NA
GB49741	NA
GB49742	NA
GB49743	NA
GB49746	FBgn0262740
GB49747	NA
GB49748	NA
GB49749	FBgn0039589
GB49750	NA
GB49751	FBgn0003460
GB49752	FBgn0037626
GB49753	NA
GB49754	FBgn0260940
GB49755	NA
GB49756	NA
GB49757	FBgn0037913
GB49758	NA
GB49759	FBgn0024913
GB49762	FBgn0033264
GB49763	NA
GB49764	FBgn0261277
GB49765	NA
GB49766	NA
GB49767	FBgn0033159
GB49768	FBgn0025716
GB49769	FBgn0038471
GB49770	NA
GB49771	FBgn0030063
GB49772	NA
GB49773	NA
GB49774	NA
GB49775	FBgn0011296
GB49776	FBgn0036972
GB49777	FBgn0040336
GB49778	FBgn0003285
GB49779	FBgn0039259
GB49780	NA
GB49781	FBgn0035204
GB49783	NA
GB49784	FBgn0035203
GB49785	FBgn0026438
GB49786	FBgn0259727
GB49787	FBgn0259726
GB49788	FBgn0034649
GB49789	FBgn0034727
GB49790	NA
GB49791	NA
GB49792	NA
GB49793	NA
GB49794	NA
GB49795	NA
GB49796	NA
GB49797	FBgn0054038
GB49798	FBgn0054038
GB49799	FBgn0036756
GB49800	FBgn0036725
GB49801	FBgn0053181
GB49802	NA
GB49803	FBgn0023509
GB49804	NA
GB49805	FBgn0000242
GB49806	FBgn0000242
GB49807	FBgn0026778
GB49808	NA
GB49809	FBgn0040351
GB49810	FBgn0036214
GB49811	NA
GB49812	FBgn0025638
GB49813	FBgn0029512
GB49818	NA
GB49819	FBgn0030482
GB49820	NA
GB49823	NA
GB49825	NA
GB49826	FBgn0037612
GB49827	FBgn0033087
GB49828	NA
GB49829	FBgn0037713
GB49830	FBgn0026592
GB49831	FBgn0038737
GB49832	NA
GB49833	NA
GB49834	NA
GB49835	NA
GB49836	NA
GB49837	FBgn0037648
GB49838	FBgn0035952
GB49839	NA
GB49840	NA
GB49841	FBgn0000283
GB49842	NA
GB49843	FBgn0039411
GB49844	FBgn0037109
GB49845	FBgn0001311
GB49846	NA
GB49848	NA
GB49849	NA
GB49850	NA
GB49851	NA
GB49852	FBgn0050463
GB49853	FBgn0024232
GB49854	FBgn0000078
GB49855	NA
GB49856	NA
GB49857	NA
GB49858	NA
GB49859	FBgn0033352
GB49860	NA
GB49861	NA
GB49862	FBgn0029851
GB49863	NA
GB49864	FBgn0032205
GB49865	FBgn0024244
GB49866	NA
GB49867	NA
GB49868	FBgn0033845
GB49869	FBgn0032904
GB49870	FBgn0036821
GB49871	FBgn0035909
GB49872	FBgn0260442
GB49873	NA
GB49874	NA
GB49875	FBgn0000473
GB49876	FBgn0000473
GB49877	NA
GB49878	FBgn0000473
GB49879	FBgn0003386
GB49881	NA
GB49882	FBgn0003386
GB49883	FBgn0030091
GB49884	FBgn0031544
GB49885	FBgn0000473
GB49886	FBgn0000473
GB49887	FBgn0000473
GB49888	FBgn0000473
GB49889	NA
GB49890	FBgn0000473
GB49891	FBgn0000473
GB49892	NA
GB49894	FBgn0000473
GB49895	FBgn0032845
GB49896	FBgn0004381
GB49897	FBgn0031490
GB49899	FBgn0263846
GB49900	FBgn0263846
GB49901	FBgn0002985
GB49902	FBgn0037723
GB49903	FBgn0260862
GB49904	NA
GB49905	NA
GB49906	NA
GB49907	NA
GB49908	FBgn0000442
GB49909	FBgn0250816
GB49911	FBgn0024248
GB49912	FBgn0002985
GB49913	NA
GB49914	FBgn0002985
GB49915	FBgn0034528
GB49916	NA
GB49917	NA
GB49918	NA
GB49919	FBgn0033845
GB49920	NA
GB49921	FBgn0001250
GB49922	NA
GB49923	NA
GB49924	NA
GB49925	NA
GB49926	NA
GB49927	NA
GB49928	FBgn0036546
GB49929	FBgn0002526
GB49930	FBgn0015565
GB49931	NA
GB49932	FBgn0019990
GB49933	FBgn0032395
GB49934	FBgn0004179
GB49935	NA
GB49936	FBgn0031893
GB49937	NA
GB49938	FBgn0035921
GB49939	FBgn0030973
GB49940	NA
GB49941	FBgn0033460
GB49942	FBgn0027610
GB49943	FBgn0037994
GB49944	FBgn0026666
GB49945	NA
GB49946	FBgn0011653
GB49947	FBgn0037736
GB49948	FBgn0032236
GB49949	FBgn0032935
GB49951	NA
GB49952	FBgn0013810
GB49953	FBgn0261049
GB49954	NA
GB49955	FBgn0052087
GB49956	FBgn0039751
GB49957	FBgn0044328
GB49958	NA
GB49959	FBgn0260860
GB49960	NA
GB49961	FBgn0083969
GB49962	FBgn0004511
GB49963	NA
GB49965	NA
GB49966	NA
GB49967	FBgn0002719
GB49968	NA
GB49969	FBgn0039530
GB49970	FBgn0010591
GB49971	NA
GB49972	NA
GB49973	FBgn0004622
GB49974	FBgn0038326
GB49975	FBgn0037566
GB49976	NA
GB49977	FBgn0039709
GB49979	NA
GB49981	FBgn0027843
GB49982	NA
GB49983	FBgn0027843
GB49984	FBgn0054031
GB49985	FBgn0259984
GB49986	NA
GB49987	FBgn0030743
GB49988	FBgn0038582
GB49989	FBgn0083953
GB49990	FBgn0263391
GB49991	NA
GB49992	FBgn0021895
GB49993	NA
GB49994	FBgn0036825
GB49995	NA
GB49996	FBgn0020278
GB49997	NA
GB49998	FBgn0002673
GB49999	FBgn0032453
GB50000	FBgn0032453
GB50001	NA
GB50003	FBgn0260964
GB50004	FBgn0033413
GB50005	FBgn0063923
GB50006	NA
GB50007	NA
GB50008	NA
GB50009	FBgn0040532
GB50010	FBgn0035575
GB50011	FBgn0036975
GB50012	NA
GB50013	FBgn0036891
GB50014	NA
GB50015	NA
GB50016	NA
GB50017	FBgn0002783
GB50018	FBgn0028468
GB50019	NA
GB50020	FBgn0016917
GB50021	FBgn0037901
GB50022	NA
GB50023	NA
GB50024	FBgn0022772
GB50025	FBgn0032020
GB50026	FBgn0010425
GB50027	FBgn0010425
GB50028	NA
GB50029	FBgn0263051
GB50030	FBgn0038869
GB50031	FBgn0262124
GB50032	FBgn0036918
GB50033	FBgn0038586
GB50034	FBgn0002940
GB50035	FBgn0039403
GB50036	FBgn0039403
GB50037	NA
GB50038	FBgn0001108
GB50039	FBgn0027083
GB50040	NA
GB50041	FBgn0039749
GB50042	FBgn0039160
GB50043	FBgn0259178
GB50044	FBgn0261791
GB50045	FBgn0034532
GB50046	NA
GB50047	NA
GB50048	NA
GB50049	NA
GB50050	FBgn0038916
GB50051	NA
GB50052	FBgn0026393
GB50053	NA
GB50054	NA
GB50055	NA
GB50056	NA
GB50057	FBgn0000447
GB50058	NA
GB50059	NA
GB50060	FBgn0037665
GB50061	FBgn0001321
GB50062	FBgn0037665
GB50063	FBgn0039601
GB50064	FBgn0041605
GB50065	FBgn0038611
GB50066	NA
GB50067	FBgn0037231
GB50068	NA
GB50069	FBgn0034380
GB50070	NA
GB50071	FBgn0011655
GB50072	NA
GB50073	NA
GB50074	FBgn0039380
GB50075	FBgn0039489
GB50076	FBgn0036749
GB50077	NA
GB50078	FBgn0015331
GB50079	NA
GB50080	FBgn0038830
GB50081	NA
GB50082	NA
GB50083	FBgn0039558
GB50084	FBgn0259204
GB50085	FBgn0052736
GB50086	NA
GB50087	FBgn0039223
GB50088	NA
GB50089	NA
GB50090	FBgn0026086
GB50091	NA
GB50092	FBgn0034803
GB50093	FBgn0034938
GB50094	FBgn0037301
GB50095	FBgn0087005
GB50096	FBgn0011205
GB50097	FBgn0029667
GB50098	FBgn0000120
GB50099	FBgn0250819
GB50100	FBgn0038332
GB50101	FBgn0039594
GB50102	FBgn0038100
GB50103	FBgn0033549
GB50104	FBgn0033897
GB50105	FBgn0027579
GB50106	FBgn0262515
GB50107	FBgn0037848
GB50108	FBgn0036133
GB50109	NA
GB50110	NA
GB50111	NA
GB50112	FBgn0002789
GB50113	FBgn0014006
GB50114	FBgn0013812
GB50115	FBgn0259144
GB50116	FBgn0259144
GB50117	NA
GB50118	NA
GB50119	FBgn0262874
GB50120	NA
GB50121	FBgn0259144
GB50123	FBgn0038774
GB50124	NA
GB50125	NA
GB50126	NA
GB50127	NA
GB50128	FBgn0038611
GB50129	FBgn0040028
GB50130	FBgn0037489
GB50131	FBgn0037341
GB50132	FBgn0023423
GB50133	FBgn0053180
GB50135	FBgn0010215
GB50136	FBgn0037007
GB50137	NA
GB50138	FBgn0038966
GB50140	NA
GB50141	FBgn0035923
GB50142	FBgn0020269
GB50143	NA
GB50144	NA
GB50145	FBgn0037321
GB50146	FBgn0026150
GB50147	NA
GB50148	NA
GB50149	FBgn0040827
GB50150	FBgn0033958
GB50151	NA
GB50152	NA
GB50153	NA
GB50154	FBgn0015129
GB50155	NA
GB50156	FBgn0039225
GB50157	FBgn0085433
GB50158	FBgn0003279
GB50159	NA
GB50160	FBgn0039688
GB50161	NA
GB50162	NA
GB50163	NA
GB50164	NA
GB50166	NA
GB50167	FBgn0036774
GB50168	NA
GB50170	FBgn0001321
GB50171	NA
GB50172	NA
GB50173	FBgn0037792
GB50174	NA
GB50175	FBgn0004889
GB50177	FBgn0039668
GB50178	NA
GB50179	NA
GB50180	FBgn0037664
GB50181	FBgn0038917
GB50182	NA
GB50183	FBgn0035370
GB50184	FBgn0051314
GB50185	FBgn0051314
GB50186	NA
GB50187	NA
GB50188	FBgn0032013
GB50189	FBgn0032013
GB50190	FBgn0039003
GB50191	NA
GB50192	FBgn0011582
GB50193	FBgn0002413
GB50194	FBgn0026402
GB50195	FBgn0010549
GB50196	FBgn0002940
GB50197	FBgn0014366
GB50198	FBgn0261278
GB50199	NA
GB50200	NA
GB50202	FBgn0028577
GB50203	NA
GB50204	FBgn0035001
GB50206	FBgn0033079
GB50207	FBgn0036542
GB50208	FBgn0031224
GB50209	FBgn0038424
GB50210	FBgn0029964
GB50211	FBgn0037339
GB50212	FBgn0038598
GB50213	FBgn0033816
GB50214	FBgn0038581
GB50215	FBgn0033693
GB50216	FBgn0053964
GB50217	FBgn0022774
GB50218	FBgn0022774
GB50219	FBgn0003391
GB50220	NA
GB50221	FBgn0032513
GB50222	FBgn0034568
GB50223	NA
GB50224	FBgn0250876
GB50225	FBgn0036348
GB50226	FBgn0022355
GB50227	NA
GB50228	FBgn0039048
GB50229	FBgn0003510
GB50230	FBgn0028663
GB50231	FBgn0034573
GB50232	FBgn0039738
GB50233	NA
GB50234	NA
GB50235	NA
GB50236	NA
GB50237	FBgn0033354
GB50238	FBgn0003884
GB50239	FBgn0036824
GB50241	NA
GB50242	FBgn0015283
GB50243	NA
GB50244	FBgn0250830
GB50245	FBgn0263109
GB50246	FBgn0011771
GB50247	NA
GB50248	NA
GB50249	NA
GB50250	FBgn0027843
GB50251	FBgn0083984
GB50252	FBgn0038947
GB50253	FBgn0051278
GB50254	NA
GB50255	FBgn0039163
GB50256	NA
GB50257	FBgn0002577
GB50258	NA
GB50259	FBgn0028734
GB50261	NA
GB50262	NA
GB50264	NA
GB50265	FBgn0001149
GB50266	NA
GB50267	NA
GB50268	FBgn0017567
GB50269	FBgn0032524
GB50270	FBgn0037710
GB50271	FBgn0035432
GB50272	FBgn0031417
GB50273	NA
GB50274	FBgn0016983
GB50275	FBgn0029935
GB50276	FBgn0024326
GB50277	NA
GB50278	FBgn0039204
GB50280	FBgn0039205
GB50281	FBgn0033454
GB50282	FBgn0029733
GB50283	NA
GB50284	FBgn0030311
GB50286	FBgn0051992
GB50287	FBgn0035762
GB50288	FBgn0034945
GB50289	FBgn0010747
GB50290	FBgn0033033
GB50291	FBgn0263197
GB50292	NA
GB50293	NA
GB50294	NA
GB50295	NA
GB50296	FBgn0086472
GB50297	FBgn0038630
GB50298	FBgn0037610
GB50299	FBgn0033225
GB50300	NA
GB50301	NA
GB50302	FBgn0032620
GB50303	FBgn0035498
GB50304	NA
GB50305	FBgn0037875
GB50310	FBgn0036017
GB50312	NA
GB50313	NA
GB50314	FBgn0010425
GB50315	NA
GB50321	NA
GB50322	NA
GB50323	FBgn0032052
GB50324	NA
GB50330	NA
GB50331	FBgn0020371
GB50332	FBgn0039932
GB50333	FBgn0261592
GB50334	FBgn0024182
GB50335	FBgn0050354
GB50336	NA
GB50337	FBgn0036031
GB50338	FBgn0033988
GB50339	NA
GB50340	NA
GB50341	NA
GB50342	FBgn0005558
GB50343	FBgn0035831
GB50344	FBgn0034243
GB50345	FBgn0030087
GB50346	FBgn0023512
GB50347	FBgn0037329
GB50348	FBgn0030038
GB50349	NA
GB50350	FBgn0030039
GB50351	NA
GB50352	FBgn0030882
GB50353	FBgn0030230
GB50354	FBgn0030230
GB50355	FBgn0031660
GB50356	FBgn0003274
GB50357	FBgn0000319
GB50359	FBgn0083962
GB50360	NA
GB50361	NA
GB50362	NA
GB50363	NA
GB50364	FBgn0086707
GB50365	NA
GB50366	FBgn0034264
GB50367	NA
GB50368	NA
GB50369	FBgn0039955
GB50370	FBgn0040022
GB50371	FBgn0040020
GB50372	FBgn0053139
GB50373	FBgn0038659
GB50374	FBgn0039937
GB50375	FBgn0038275
GB50376	NA
GB50377	FBgn0037690
GB50378	NA
GB50379	NA
GB50380	NA
GB50381	FBgn0025874
GB50382	NA
GB50383	NA
GB50384	NA
GB50385	FBgn0025874
GB50386	NA
GB50387	FBgn0025874
GB50388	NA
GB50389	FBgn0037156
GB50390	FBgn0037443
GB50392	FBgn0030969
GB50393	NA
GB50394	NA
GB50395	NA
GB50396	NA
GB50397	FBgn0021873
GB50398	NA
GB50399	NA
GB50400	NA
GB50401	NA
GB50402	FBgn0034230
GB50403	NA
GB50404	NA
GB50405	NA
GB50406	NA
GB50407	NA
GB50408	FBgn0030215
GB50409	FBgn0038464
GB50411	FBgn0020493
GB50412	NA
GB50413	NA
GB50414	FBgn0039132
GB50415	FBgn0051140
GB50416	NA
GB50417	NA
GB50418	FBgn0026760
GB50419	NA
GB50420	FBgn0037741
GB50421	FBgn0000416
GB50423	NA
GB50424	NA
GB50425	FBgn0004870
GB50426	FBgn0030532
GB50427	FBgn0039125
GB50428	NA
GB50429	NA
GB50430	FBgn0263929
GB50431	NA
GB50432	NA
GB50433	NA
GB50434	FBgn0030816
GB50435	FBgn0039808
GB50436	FBgn0003720
GB50438	FBgn0039480
GB50439	FBgn0039480
GB50440	NA
GB50441	NA
GB50442	NA
GB50443	NA
GB50444	NA
GB50445	FBgn0036859
GB50446	NA
GB50447	NA
GB50448	FBgn0039804
GB50449	NA
GB50450	NA
GB50451	NA
GB50452	NA
GB50453	FBgn0039805
GB50454	NA
GB50455	FBgn0011217
GB50457	FBgn0038256
GB50458	FBgn0015381
GB50459	FBgn0038146
GB50460	FBgn0039055
GB50461	NA
GB50462	NA
GB50463	NA
GB50464	NA
GB50465	NA
GB50466	FBgn0032431
GB50467	NA
GB50468	NA
GB50469	NA
GB50470	FBgn0037530
GB50471	FBgn0051072
GB50472	NA
GB50473	NA
GB50474	FBgn0031279
GB50475	NA
GB50477	NA
GB50478	FBgn0038749
GB50479	NA
GB50480	FBgn0035960
GB50481	NA
GB50482	FBgn0023479
GB50483	NA
GB50484	NA
GB50486	NA
GB50487	NA
GB50488	NA
GB50489	NA
GB50490	NA
GB50491	NA
GB50492	NA
GB50493	FBgn0030890
GB50494	NA
GB50495	NA
GB50496	NA
GB50497	FBgn0032168
GB50498	NA
GB50501	NA
GB50505	FBgn0032536
GB50506	NA
GB50507	NA
GB50508	FBgn0028939
GB50509	FBgn0028939
GB50510	FBgn0036391
GB50511	FBgn0011659
GB50512	NA
GB50513	FBgn0035964
GB50514	FBgn0034971
GB50515	NA
GB50516	FBgn0036616
GB50518	NA
GB50519	FBgn0053105
GB50520	FBgn0030676
GB50521	FBgn0259215
GB50522	FBgn0037772
GB50523	NA
GB50524	FBgn0087039
GB50525	FBgn0038679
GB50526	FBgn0038652
GB50527	FBgn0000454
GB50528	NA
GB50529	NA
GB50530	NA
GB50531	FBgn0036843
GB50532	FBgn0002941
GB50533	FBgn0264005
GB50534	FBgn0039044
GB50535	FBgn0015513
GB50536	NA
GB50537	FBgn0039009
GB50538	FBgn0263986
GB50539	NA
GB50540	FBgn0039584
GB50541	NA
GB50542	NA
GB50543	NA
GB50544	NA
GB50545	NA
GB50546	NA
GB50547	NA
GB50548	FBgn0001313
GB50549	NA
GB50550	NA
GB50551	NA
GB50552	FBgn0035181
GB50553	FBgn0039038
GB50554	NA
GB50555	FBgn0038519
GB50557	NA
GB50558	FBgn0036135
GB50559	NA
GB50560	FBgn0037409
GB50561	FBgn0037410
GB50562	FBgn0037411
GB50563	NA
GB50564	FBgn0027527
GB50565	FBgn0037414
GB50566	FBgn0037414
GB50567	FBgn0037416
GB50568	FBgn0037417
GB50569	NA
GB50570	FBgn0037419
GB50571	NA
GB50572	FBgn0040279
GB50573	NA
GB50574	FBgn0051561
GB50575	NA
GB50576	NA
GB50577	FBgn0037409
GB50578	FBgn0037428
GB50579	FBgn0037429
GB50580	FBgn0037430
GB50581	NA
GB50583	FBgn0038653
GB50584	NA
GB50585	FBgn0038653
GB50586	FBgn0003319
GB50587	FBgn0029944
GB50588	NA
GB50589	FBgn0038868
GB50590	NA
GB50591	NA
GB50592	NA
GB50593	FBgn0041096
GB50594	FBgn0032430
GB50595	FBgn0027552
GB50596	FBgn0027552
GB50597	NA
GB50598	FBgn0027552
GB50599	NA
GB50600	FBgn0034893
GB50601	FBgn0038224
GB50602	FBgn0028531
GB50603	FBgn0050410
GB50604	NA
GB50605	FBgn0038609
GB50606	FBgn0033160
GB50607	FBgn0014877
GB50608	NA
GB50609	FBgn0001216
GB50610	NA
GB50611	NA
GB50612	FBgn0050101
GB50613	NA
GB50615	FBgn0002723
GB50617	NA
GB50618	NA
GB50619	NA
GB50620	FBgn0004432
GB50621	FBgn0037238
GB50622	FBgn0263220
GB50623	FBgn0035102
GB50624	FBgn0037680
GB50625	FBgn0038881
GB50626	FBgn0032923
GB50627	FBgn0029821
GB50628	FBgn0250820
GB50629	FBgn0037238
GB50630	FBgn0037238
GB50631	NA
GB50633	FBgn0013303
GB50634	FBgn0030573
GB50635	FBgn0003732
GB50636	FBgn0031097
GB50637	FBgn0051908
GB50638	FBgn0030499
GB50640	FBgn0086899
GB50641	FBgn0033174
GB50642	NA
GB50643	FBgn0261112
GB50644	NA
GB50646	NA
GB50647	NA
GB50648	FBgn0085379
GB50649	NA
GB50650	FBgn0033359
GB50651	FBgn0033358
GB50652	FBgn0010621
GB50653	FBgn0035099
GB50654	NA
GB50655	FBgn0034364
GB50656	FBgn0038437
GB50657	FBgn0032787
GB50658	FBgn0259676
GB50660	FBgn0036995
GB50661	FBgn0031663
GB50662	FBgn0051150
GB50663	FBgn0002031
GB50664	NA
GB50665	NA
GB50666	NA
GB50667	NA
GB50668	NA
GB50669	FBgn0031854
GB50670	NA
GB50671	FBgn0031854
GB50672	FBgn0086736
GB50673	NA
GB50674	NA
GB50675	FBgn0259978
GB50676	NA
GB50677	FBgn0035085
GB50678	NA
GB50679	FBgn0051712
GB50680	FBgn0031662
GB50681	NA
GB50683	FBgn0037855
GB50684	NA
GB50685	NA
GB50686	NA
GB50687	NA
GB50688	FBgn0002787
GB50689	FBgn0036997
GB50690	FBgn0261397
GB50691	NA
GB50692	NA
GB50693	NA
GB50694	FBgn0033639
GB50695	FBgn0086444
GB50697	NA
GB50699	FBgn0014879
GB50700	FBgn0051999
GB50701	FBgn0034694
GB50702	NA
GB50703	NA
GB50704	FBgn0039731
GB50705	NA
GB50707	NA
GB50715	FBgn0039536
GB50717	NA
GB50718	FBgn0028554
GB50719	NA
GB50720	NA
GB50721	NA
GB50722	NA
GB50723	FBgn0039300
GB50724	FBgn0026566
GB50725	FBgn0015838
GB50726	NA
GB50727	FBgn0010741
GB50728	FBgn0029833
GB50729	FBgn0261090
GB50730	FBgn0026418
GB50731	FBgn0036932
GB50732	FBgn0035993
GB50733	NA
GB50734	FBgn0036773
GB50735	FBgn0031476
GB50736	NA
GB50737	NA
GB50738	NA
GB50739	NA
GB50740	FBgn0030863
GB50741	FBgn0029088
GB50742	FBgn0035741
GB50743	FBgn0033075
GB50744	FBgn0030359
GB50745	FBgn0030300
GB50746	FBgn0033208
GB50747	FBgn0032204
GB50748	FBgn0037466
GB50749	FBgn0051150
GB50750	FBgn0028969
GB50751	FBgn0037526
GB50753	NA
GB50754	NA
GB50755	NA
GB50756	FBgn0037973
GB50757	FBgn0022984
GB50758	NA
GB50759	NA
GB50760	NA
GB50761	FBgn0010425
GB50762	NA
GB50763	FBgn0035103
GB50764	FBgn0038675
GB50766	NA
GB50767	NA
GB50768	NA
GB50769	NA
GB50770	NA
GB50771	NA
GB50772	NA
GB50773	NA
GB50775	NA
GB50776	NA
GB50777	NA
GB50778	FBgn0035415
GB50779	FBgn0039210
GB50780	FBgn0013467
GB50781	NA
GB50782	NA
GB50783	FBgn0013467
GB50784	FBgn0051922
GB50785	NA
GB50786	NA
GB50787	NA
GB50788	NA
GB50789	FBgn0260748
GB50790	NA
GB50791	NA
GB50792	NA
GB50793	NA
GB50794	NA
GB50795	FBgn0261953
GB50796	FBgn0037731
GB50798	NA
GB50799	NA
GB50800	FBgn0031725
GB50801	FBgn0027889
GB50802	FBgn0046685
GB50803	FBgn0046685
GB50804	FBgn0037529
GB50805	FBgn0260005
GB50806	NA
GB50807	NA
GB50808	FBgn0032171
GB50809	FBgn0030646
GB50810	NA
GB50811	FBgn0036356
GB50812	NA
GB50813	NA
GB50814	NA
GB50815	FBgn0032720
GB50816	FBgn0036052
GB50817	FBgn0035753
GB50819	FBgn0262684
GB50820	NA
GB50821	NA
GB50822	FBgn0003011
GB50823	NA
GB50824	FBgn0025631
GB50825	NA
GB50826	NA
GB50827	NA
GB50828	NA
GB50829	FBgn0005659
GB50830	NA
GB50831	FBgn0263260
GB50832	FBgn0010774
GB50833	FBgn0038453
GB50834	FBgn0034058
GB50835	NA
GB50836	NA
GB50837	NA
GB50838	NA
GB50839	NA
GB50840	FBgn0036998
GB50841	NA
GB50843	NA
GB50845	FBgn0261085
GB50846	FBgn0086785
GB50847	FBgn0030093
GB50848	NA
GB50849	FBgn0000588
GB50850	FBgn0011715
GB50851	FBgn0037912
GB50852	FBgn0262719
GB50853	FBgn0025802
GB50854	FBgn0010380
GB50856	FBgn0030809
GB50857	FBgn0027581
GB50858	FBgn0000179
GB50860	NA
GB50862	NA
GB50864	FBgn0017448
GB50865	NA
GB50866	FBgn0010435
GB50867	FBgn0031047
GB50868	FBgn0019985
GB50869	FBgn0037744
GB50870	FBgn0034001
GB50871	FBgn0025625
GB50872	FBgn0010421
GB50873	FBgn0086710
GB50874	FBgn0011236
GB50875	FBgn0053126
GB50876	FBgn0053126
GB50877	FBgn0015380
GB50878	NA
GB50880	NA
GB50881	NA
GB50882	NA
GB50883	NA
GB50885	FBgn0035480
GB50886	FBgn0035149
GB50887	NA
GB50888	NA
GB50889	FBgn0005677
GB50890	FBgn0032433
GB50891	FBgn0032433
GB50892	FBgn0020307
GB50893	FBgn0034717
GB50897	FBgn0013272
GB50898	FBgn0017482
GB50899	NA
GB50900	FBgn0017482
GB50901	NA
GB50902	FBgn0001091
GB50903	NA
GB50904	NA
GB50905	NA
GB50906	NA
GB50907	NA
GB50908	NA
GB50909	FBgn0038237
GB50911	FBgn0051760
GB50912	NA
GB50914	NA
GB50915	NA
GB50916	NA
GB50917	FBgn0002593
GB50918	FBgn0031684
GB50919	NA
GB50920	FBgn0261380
GB50921	NA
GB50922	FBgn0031859
GB50923	FBgn0045035
GB50924	FBgn0031313
GB50925	FBgn0004465
GB50927	FBgn0032447
GB50928	FBgn0040389
GB50929	FBgn0016041
GB50930	NA
GB50931	FBgn0001138
GB50932	NA
GB50933	FBgn0002862
GB50934	FBgn0037436
GB50935	FBgn0032195
GB50936	NA
GB50937	NA
GB50938	FBgn0033810
GB50939	NA
GB50940	NA
GB50941	FBgn0263593
GB50942	FBgn0004907
GB50943	FBgn0003071
GB50944	FBgn0040340
GB50945	NA
GB50946	NA
GB50947	FBgn0036686
GB50949	NA
GB50950	FBgn0067628
GB50951	FBgn0067629
GB50952	FBgn0037442
GB50953	NA
GB50954	NA
GB50955	FBgn0087035
GB50957	FBgn0028494
GB50958	FBgn0010352
GB50959	FBgn0004463
GB50960	FBgn0040305
GB50961	NA
GB50962	FBgn0086680
GB50963	NA
GB50964	FBgn0052479
GB50965	FBgn0015351
GB50966	FBgn0038432
GB50967	FBgn0036187
GB50968	FBgn0003480
GB50969	FBgn0039302
GB50970	FBgn0035203
GB50971	FBgn0086450
GB50972	FBgn0034908
GB50973	NA
GB50974	NA
GB50975	NA
GB50976	NA
GB50977	NA
GB50978	FBgn0015828
GB50979	NA
GB50980	FBgn0042138
GB50981	FBgn0035169
GB50982	FBgn0040239
GB50984	FBgn0032191
GB50985	NA
GB50986	FBgn0001180
GB50987	NA
GB50988	NA
GB50989	NA
GB50990	FBgn0035981
GB50992	NA
GB50993	FBgn0036775
GB50994	FBgn0035640
GB50995	FBgn0031673
GB50996	FBgn0026373
GB50997	FBgn0015615
GB50998	FBgn0037255
GB50999	NA
GB51000	FBgn0030327
GB51001	NA
GB51002	FBgn0040395
GB51003	NA
GB51004	NA
GB51005	FBgn0031043
GB51007	NA
GB51008	FBgn0030620
GB51009	FBgn0032444
GB51010	NA
GB51011	NA
GB51012	NA
GB51013	NA
GB51014	FBgn0032731
GB51015	NA
GB51016	NA
GB51018	NA
GB51019	FBgn0261554
GB51025	NA
GB51029	FBgn0004049
GB51030	FBgn0025629
GB51031	FBgn0042180
GB51032	NA
GB51033	FBgn0041100
GB51034	NA
GB51035	FBgn0036684
GB51036	FBgn0031985
GB51037	NA
GB51038	FBgn0010078
GB51039	NA
GB51040	FBgn0031077
GB51041	FBgn0264449
GB51042	FBgn0028336
GB51043	FBgn0023535
GB51044	FBgn0019643
GB51045	FBgn0003165
GB51046	FBgn0030306
GB51047	FBgn0035643
GB51048	FBgn0003984
GB51049	NA
GB51050	NA
GB51051	FBgn0083978
GB51052	FBgn0036340
GB51053	NA
GB51054	FBgn0036340
GB51055	NA
GB51056	NA
GB51057	NA
GB51058	NA
GB51059	NA
GB51060	FBgn0035625
GB51061	NA
GB51062	FBgn0020245
GB51063	FBgn0051973
GB51064	FBgn0261456
GB51065	FBgn0027494
GB51066	NA
GB51067	FBgn0082598
GB51068	FBgn0000121
GB51069	FBgn0030792
GB51070	FBgn0033734
GB51071	FBgn0033735
GB51072	FBgn0011284
GB51073	NA
GB51074	FBgn0046296
GB51075	NA
GB51076	NA
GB51077	NA
GB51078	NA
GB51079	FBgn0035147
GB51080	FBgn0035838
GB51081	FBgn0036922
GB51082	NA
GB51083	NA
GB51084	FBgn0052392
GB51085	FBgn0035687
GB51086	FBgn0028342
GB51087	FBgn0085484
GB51088	FBgn0035911
GB51089	FBgn0035917
GB51090	FBgn0035917
GB51091	NA
GB51092	NA
GB51093	NA
GB51094	NA
GB51095	NA
GB51096	NA
GB51098	NA
GB51099	NA
GB51102	NA
GB51103	FBgn0028837
GB51104	FBgn0028371
GB51105	FBgn0027788
GB51106	FBgn0033485
GB51107	NA
GB51108	NA
GB51109	FBgn0030418
GB51110	FBgn0035086
GB51111	FBgn0033482
GB51112	NA
GB51113	FBgn0014075
