GB	Taxa
GB49912	Insecta
GB49913	NA
GB49914	Insecta
GB49915	Insecta
GB49916	NA
GB49917	NA
GB49918	Insecta
GB49919	Insecta
GB49920	Hymenoptera
GB49921	Insecta
GB49922	NA
GB49923	NA
GB49924	Insecta
GB49925	NA
GB49926	Apoidea
GB49927	Insecta
GB49928	Insecta
GB49929	Insecta
GB49930	Insecta
GB49931	Apoidea
GB49932	Insecta
GB49933	Insecta
GB49934	Insecta
GB49935	Apis
GB49936	Insecta
GB49937	Insecta
GB49938	Insecta
GB49939	Insecta
GB49940	Apis
GB49941	Insecta
GB49942	Insecta
GB49943	Insecta
GB49944	Insecta
GB49945	Insecta
GB49946	Insecta
GB49947	Insecta
GB49948	Insecta
GB49949	Insecta
GB49951	Insecta
GB49952	Insecta
GB49953	Insecta
GB49955	Insecta
GB49956	Insecta
GB49957	Insecta
GB49958	NA
GB49959	Insecta
GB49960	Insecta
GB49961	Insecta
GB49962	Insecta
GB49963	Insecta
GB49965	Apis
GB49966	Insecta
GB49967	Insecta
GB49969	Insecta
GB49970	Insecta
GB49971	Hymenoptera
GB49972	NA
GB49973	Insecta
GB49974	Insecta
GB49975	Insecta
GB49976	NA
GB49977	Insecta
GB49979	Insecta
GB49981	Insecta
GB49982	Hymenoptera
GB49983	Insecta
GB49984	Insecta
GB49985	Insecta
GB49986	Insecta
GB49987	Insecta
GB49988	Insecta
GB49989	Insecta
GB49990	Insecta
GB49991	Insecta
GB49992	Insecta
GB49993	Insecta
GB49994	Insecta
GB49995	Insecta
GB49996	Insecta
GB49997	NA
GB49998	Insecta
GB49999	Insecta
GB50000	Insecta
GB50001	Hymenoptera
GB50003	Insecta
GB50004	Insecta
GB50005	Insecta
GB50006	Insecta
GB50007	Hymenoptera
GB50008	Insecta
GB50009	Insecta
GB50010	Insecta
GB50011	Insecta
GB50012	Hymenoptera
GB50013	Insecta
GB50014	Insecta
GB50015	Hymenoptera
GB50016	Insecta
GB50017	Insecta
GB50018	Insecta
GB50020	Insecta
GB50021	Insecta
GB50022	Hymenoptera
GB50023	Insecta
GB50024	Insecta
GB50025	Insecta
GB50026	Insecta
GB50027	Insecta
GB50028	Hymenoptera
GB50029	Insecta
GB50030	Insecta
GB50031	Insecta
GB50032	Insecta
GB50033	Insecta
GB50034	Insecta
GB50036	Insecta
GB50037	Hymenoptera
GB50038	Insecta
GB50039	Insecta
GB50040	NA
GB50041	Insecta
GB50042	Insecta
GB50043	Insecta
GB50044	Insecta
GB50045	Insecta
GB50047	NA
GB50048	Hymenoptera
GB50049	Hymenoptera
GB50050	Insecta
GB50051	Hymenoptera
GB50052	Insecta
GB50053	Hymenoptera
GB50054	Hymenoptera
GB50055	Hymenoptera
GB50056	Hymenoptera
GB50057	Insecta
GB50058	Apoidea
GB50059	Insecta
GB50060	Insecta
GB50061	Insecta
GB50062	Insecta
GB50063	Insecta
GB50064	Insecta
GB50065	Insecta
GB50066	Hymenoptera
GB50067	Insecta
GB50068	Apoidea
GB50069	Insecta
GB50070	NA
GB50071	Insecta
GB50072	NA
GB50073	Hymenoptera
GB50074	Insecta
GB50075	Insecta
GB50076	Insecta
GB50077	Insecta
GB50078	Insecta
GB50079	Apoidea
GB50081	Apoidea
GB50082	Apoidea
GB50083	Insecta
GB50084	Insecta
GB50085	Insecta
GB50086	NA
GB50087	Insecta
GB50088	Insecta
GB50089	NA
GB50090	Insecta
GB50091	Insecta
GB50092	Insecta
GB50093	Insecta
GB50094	Insecta
GB50095	Insecta
GB50096	Insecta
GB50097	Insecta
GB50098	Insecta
GB50099	Insecta
GB50100	Insecta
GB50101	Insecta
GB50102	Insecta
GB50103	Insecta
GB50104	Insecta
GB50105	Insecta
GB50106	Insecta
GB50108	Insecta
GB50109	Hymenoptera
GB50110	NA
GB50111	Hymenoptera
GB50112	Insecta
GB50113	Insecta
GB50114	Insecta
GB50115	Insecta
GB50116	Insecta
GB50117	Insecta
GB50118	Apoidea
GB50119	Insecta
GB50120	Apis
GB50121	Insecta
GB50123	Insecta
GB50124	Insecta
GB50125	Insecta
GB50126	Insecta
GB50127	Hymenoptera
GB50128	Insecta
GB50129	Insecta
GB50130	Insecta
GB50131	Insecta
GB50132	Insecta
GB50133	Insecta
GB50135	Insecta
GB50136	Insecta
GB50137	Hymenoptera
GB50138	Insecta
GB50140	NA
GB50141	Insecta
GB50142	Insecta
GB50144	Insecta
GB50145	Insecta
GB50146	Insecta
GB50147	Insecta
GB50148	Hymenoptera
GB50149	Insecta
GB50150	Insecta
GB50151	Insecta
GB50153	Apoidea
GB50156	Insecta
GB50157	Insecta
GB50158	Insecta
GB50159	Insecta
GB50160	Insecta
GB50161	Hymenoptera
GB50162	Insecta
GB50163	Insecta
GB50164	Hymenoptera
GB50166	Hymenoptera
GB50167	Insecta
GB50168	Hymenoptera
GB50170	Insecta
GB50171	Apis
GB50172	Hymenoptera
GB50173	Insecta
GB50175	Insecta
GB50177	Insecta
GB50178	Insecta
GB50179	Insecta
GB50180	Insecta
GB50181	Insecta
GB50182	NA
GB50183	Insecta
GB50184	Insecta
GB50186	Hymenoptera
GB50188	Insecta
GB50189	Insecta
GB50190	Insecta
GB50191	Hymenoptera
GB50192	Insecta
GB50193	Insecta
GB50194	Insecta
GB50195	Insecta
GB50196	Insecta
GB50197	Insecta
GB50198	Insecta
GB50199	Hymenoptera
GB50200	Insecta
GB50202	Insecta
GB50204	Insecta
GB50206	Insecta
GB50207	Insecta
GB50208	Insecta
GB50209	Insecta
GB50210	Insecta
GB50211	Insecta
GB50212	Insecta
GB50213	Insecta
GB50214	Insecta
GB50215	Insecta
GB50216	Insecta
GB50217	Insecta
GB50218	Insecta
GB50219	Insecta
GB50220	Insecta
GB50221	Insecta
GB50222	Insecta
GB50223	Insecta
GB50224	Insecta
GB50225	Insecta
GB50226	Insecta
GB50227	NA
GB50228	Insecta
GB50229	Insecta
GB50230	Insecta
GB50231	Insecta
GB50232	Insecta
GB50233	Hymenoptera
GB50235	Insecta
GB50236	NA
GB50237	Insecta
GB50238	Insecta
GB50239	Insecta
GB50241	Insecta
GB50242	Insecta
GB50243	Insecta
GB50244	Insecta
GB50245	Insecta
GB50246	Insecta
GB50247	Hymenoptera
GB50248	Insecta
GB50249	Insecta
GB50250	Insecta
GB50251	Insecta
GB50252	Insecta
GB50253	Insecta
GB50254	NA
GB50255	Insecta
GB50256	NA
GB50257	Insecta
GB50258	NA
GB50259	Insecta
GB50261	Insecta
GB50262	Insecta
GB50264	NA
GB50265	Insecta
GB50267	NA
GB50268	Insecta
GB50269	Insecta
GB50270	Insecta
GB50271	Insecta
GB50272	Insecta
GB50274	Insecta
GB50275	Insecta
GB50276	Insecta
GB50277	Insecta
GB50278	Insecta
GB50280	Insecta
GB50281	Insecta
GB50282	Insecta
GB50283	Hymenoptera
GB50284	Insecta
GB50286	Insecta
GB50287	Insecta
GB50288	Insecta
GB50289	Insecta
GB50290	Insecta
GB50293	Insecta
GB50295	Insecta
GB50297	Insecta
GB50298	Insecta
GB50299	Insecta
GB50300	NA
GB50301	Insecta
GB50302	Insecta
GB50303	Insecta
GB50304	NA
GB50305	Insecta
GB50312	Hymenoptera
GB50321	NA
GB50322	Insecta
GB50323	Insecta
GB50324	Hymenoptera
GB50330	NA
GB50331	Insecta
GB50332	Insecta
GB50333	Insecta
GB50334	Insecta
GB50335	Insecta
GB50336	Insecta
GB50337	Insecta
GB50338	Insecta
GB50339	Hymenoptera
GB50340	NA
GB50341	Hymenoptera
GB50342	Insecta
GB50343	Insecta
GB50344	Insecta
GB50345	Insecta
GB50346	Insecta
GB50347	Insecta
GB50348	Insecta
GB50349	Insecta
GB50350	Insecta
GB50351	Hymenoptera
GB50352	Insecta
GB50353	Insecta
GB50354	Insecta
GB50355	Insecta
GB50356	Insecta
GB50357	Insecta
GB50359	Insecta
GB50361	Hymenoptera
GB50363	Insecta
GB50364	Insecta
GB50365	Insecta
GB50366	Insecta
GB50367	Insecta
GB50368	Hymenoptera
GB50369	Insecta
GB50370	Insecta
GB50371	Insecta
GB50372	Insecta
GB50373	Insecta
GB50374	Insecta
GB50375	Insecta
GB50378	Insecta
GB50379	Insecta
GB50380	Hymenoptera
GB50381	Insecta
GB50382	Hymenoptera
GB50383	Apoidea
GB50384	Hymenoptera
GB50385	Insecta
GB50386	Hymenoptera
GB50387	Insecta
GB50388	Hymenoptera
GB50389	Insecta
GB50390	Insecta
GB50392	Insecta
GB50393	Insecta
GB50394	NA
GB50395	Hymenoptera
GB50396	Hymenoptera
GB50397	Insecta
GB50398	Hymenoptera
GB50399	NA
GB50400	Hymenoptera
GB50401	Insecta
GB50402	Insecta
GB50404	Hymenoptera
GB50405	Insecta
GB50406	Hymenoptera
GB50407	Insecta
GB50408	Insecta
GB50409	Insecta
GB50411	Insecta
GB50413	Apoidea
GB50414	Insecta
GB50415	Insecta
GB50416	NA
GB50418	Insecta
GB50420	Insecta
GB50421	Insecta
GB50423	Hymenoptera
GB50424	NA
GB50425	Insecta
GB50426	Insecta
GB50427	Insecta
GB50428	Hymenoptera
GB50429	Hymenoptera
GB50430	Insecta
GB50431	NA
GB50434	Insecta
GB50435	Insecta
GB50436	Insecta
GB50438	Insecta
GB50439	Insecta
GB50440	NA
GB50441	Insecta
GB50442	Insecta
GB50443	Apoidea
GB50446	NA
GB50447	Insecta
GB50448	Insecta
GB50449	Hymenoptera
GB50450	Hymenoptera
GB50451	Hymenoptera
GB50452	NA
GB50453	Insecta
GB50454	Apoidea
GB50457	Insecta
GB50458	Insecta
GB50459	Insecta
GB50460	Insecta
GB50461	NA
GB50462	NA
GB50463	NA
GB50464	NA
GB50465	NA
GB50466	Insecta
GB50467	Hymenoptera
GB50468	Hymenoptera
GB50469	Hymenoptera
GB50470	Insecta
GB50471	Insecta
GB50472	Hymenoptera
GB50473	Hymenoptera
GB50474	Insecta
GB50475	Insecta
GB50477	Hymenoptera
GB50478	Insecta
GB50479	Insecta
GB50480	Insecta
GB50481	Hymenoptera
GB50482	Insecta
GB50484	NA
GB50486	NA
GB50487	NA
GB50488	NA
GB50490	NA
GB50491	Insecta
GB50492	Hymenoptera
GB50493	Insecta
GB50494	NA
GB50496	NA
GB50497	Insecta
GB50498	Insecta
GB50505	Insecta
GB50506	Insecta
GB50507	Insecta
GB50508	Insecta
GB50509	Insecta
GB50510	Insecta
GB50511	Insecta
GB50512	Insecta
GB50513	Insecta
GB50514	Insecta
GB50515	Hymenoptera
GB50516	Insecta
GB50519	Insecta
GB50520	Insecta
GB50521	Insecta
GB50522	Insecta
GB50524	Insecta
GB50525	Insecta
GB50526	Insecta
GB50527	Insecta
GB50528	Hymenoptera
GB50529	Hymenoptera
GB50530	Apoidea
GB50531	Insecta
GB50532	Insecta
GB50533	Insecta
GB50534	Insecta
GB50535	Insecta
GB50536	Apis
GB50537	Insecta
GB50538	Insecta
GB50539	NA
GB50540	Insecta
GB50541	NA
GB50542	NA
GB50543	NA
GB50545	Insecta
GB50546	NA
GB50547	Hymenoptera
GB50548	Insecta
GB50549	Hymenoptera
GB50550	Hymenoptera
GB50551	Insecta
GB50552	Insecta
GB50553	Insecta
GB50554	Insecta
GB50555	Insecta
GB50557	NA
GB50558	Insecta
GB50559	Hymenoptera
GB50560	Insecta
GB50562	Insecta
GB50563	Insecta
GB50564	Insecta
GB50565	Insecta
GB50566	Insecta
GB50567	Insecta
GB50568	Insecta
GB50569	Insecta
GB50570	Insecta
GB50571	Insecta
GB50572	Insecta
GB50573	Hymenoptera
GB50574	Insecta
GB50575	Insecta
GB50576	NA
GB50577	Insecta
GB50578	Insecta
GB50579	Insecta
GB50580	Insecta
GB50583	Insecta
GB50584	NA
GB50585	Insecta
GB50586	Insecta
GB50587	Insecta
GB50589	Insecta
GB50590	NA
GB50591	Insecta
GB50592	Hymenoptera
GB50593	Insecta
GB50594	Insecta
GB50595	Insecta
GB50596	Insecta
GB50597	Apoidea
GB50598	Insecta
GB50600	Insecta
GB50601	Insecta
GB50602	Insecta
GB50603	Insecta
GB50604	Hymenoptera
GB50605	Insecta
GB50606	Insecta
GB50607	Insecta
GB50609	Insecta
GB50610	Apoidea
GB50611	NA
GB50612	Insecta
GB50613	NA
GB50619	Hymenoptera
GB50620	Insecta
GB50621	Insecta
GB50622	Insecta
GB50623	Insecta
GB50624	Insecta
GB50625	Insecta
GB50626	Insecta
GB50627	Insecta
GB50628	Insecta
GB50629	Insecta
GB50630	Insecta
GB50631	NA
GB50633	Insecta
GB50635	Insecta
GB50636	Insecta
GB50637	Insecta
GB50638	Insecta
GB50640	Insecta
GB50642	NA
GB50643	Insecta
GB50646	Insecta
GB50647	Insecta
GB50648	Insecta
GB50650	Insecta
GB50651	Insecta
GB50652	Insecta
GB50653	Insecta
GB50654	Hymenoptera
GB50655	Insecta
GB50656	Insecta
GB50657	Insecta
GB50658	Insecta
GB50660	Insecta
GB50661	Insecta
GB50662	Insecta
GB50663	Insecta
GB50664	NA
GB50668	Hymenoptera
GB50669	Insecta
GB50670	NA
GB50671	Insecta
GB50672	Insecta
GB50673	NA
GB50674	Insecta
GB50675	Insecta
GB50676	Apis
GB50677	Insecta
GB50678	Insecta
GB50679	Insecta
GB50680	Insecta
GB50681	Hymenoptera
GB50683	Insecta
GB50684	NA
GB50685	NA
GB50686	Insecta
GB50688	Insecta
GB50689	Insecta
GB50690	Insecta
GB50691	Insecta
GB50692	NA
GB50693	Insecta
GB50694	Insecta
GB50695	Insecta
GB50699	Insecta
GB50700	Insecta
GB50701	Insecta
GB50702	Insecta
GB50703	NA
GB50704	Insecta
GB50705	Insecta
GB50715	Insecta
GB50718	Insecta
GB50719	NA
GB50720	NA
GB50721	NA
GB50722	Insecta
GB50724	Insecta
GB50725	Insecta
GB50727	Insecta
GB50728	Insecta
GB50729	Insecta
GB50730	Insecta
GB50731	Insecta
GB50732	Insecta
GB50733	Insecta
GB50734	Insecta
GB50735	Insecta
GB50736	Hymenoptera
GB50737	Insecta
GB50738	Hymenoptera
GB50739	Insecta
GB50741	Insecta
GB50742	Insecta
GB50743	Insecta
GB50744	Insecta
GB50745	Insecta
GB50746	Insecta
GB50747	Insecta
GB50748	Insecta
GB50749	Insecta
GB50750	Insecta
GB50751	Insecta
GB50753	Insecta
GB50754	NA
GB50755	NA
GB50756	Insecta
GB50757	Insecta
GB50759	NA
GB50760	NA
GB50761	Insecta
GB50762	NA
GB50763	Insecta
GB50764	Insecta
GB50766	Hymenoptera
GB50767	Hymenoptera
GB50768	NA
GB50769	Insecta
GB50770	NA
GB50772	Insecta
GB50773	NA
GB50775	Apis
GB50776	NA
GB50777	Insecta
GB50778	Insecta
GB50779	Insecta
GB50780	Insecta
GB50781	NA
GB50782	NA
GB50783	Insecta
GB50784	Insecta
GB50785	Hymenoptera
GB50786	NA
GB50787	Insecta
GB50788	Hymenoptera
GB50789	Insecta
GB50791	NA
GB50792	NA
GB50794	NA
GB50795	Insecta
GB50796	Insecta
GB50799	NA
GB50800	Insecta
GB50801	Insecta
GB50803	Insecta
GB50804	Insecta
GB50805	Insecta
GB50806	Hymenoptera
GB50807	Insecta
GB50808	Insecta
GB50809	Insecta
GB50810	Hymenoptera
GB50811	Insecta
GB50812	Hymenoptera
GB50813	Insecta
GB50814	Insecta
GB50815	Insecta
GB50816	Insecta
GB50817	Insecta
GB50819	Insecta
GB50820	Hymenoptera
GB50822	Insecta
GB50823	NA
GB50824	Insecta
GB50825	Hymenoptera
GB50826	NA
GB50827	Hymenoptera
GB50828	Hymenoptera
GB50829	Insecta
GB50830	Apoidea
GB50831	Insecta
GB50833	Insecta
GB50835	NA
GB50837	Insecta
GB50839	Hymenoptera
GB50841	Insecta
GB50843	NA
GB50845	Insecta
GB50846	Insecta
GB50847	Insecta
GB50849	Insecta
GB50850	Insecta
GB50851	Insecta
GB50852	Insecta
GB50853	Insecta
GB50854	Insecta
GB50856	Insecta
GB50857	Insecta
GB50858	Insecta
GB50860	Apoidea
GB50864	Insecta
GB50865	Hymenoptera
GB50866	Insecta
GB50867	Insecta
GB50868	Insecta
GB50869	Insecta
GB50870	Insecta
GB50871	Insecta
GB50872	Insecta
GB50873	Insecta
GB50874	Insecta
GB50875	Insecta
GB50876	Insecta
GB50877	Insecta
GB50878	NA
GB50880	Hymenoptera
GB50881	Hymenoptera
GB50882	NA
GB50883	Hymenoptera
GB50885	Insecta
GB50886	Insecta
GB50887	Hymenoptera
GB50888	NA
GB50889	Insecta
GB50890	Insecta
GB50891	Insecta
GB50892	Insecta
GB50893	Insecta
GB50897	Insecta
GB50898	Insecta
GB50899	NA
GB50900	Insecta
GB50901	Hymenoptera
GB50902	Insecta
GB50903	Insecta
GB50904	Hymenoptera
GB50905	Apoidea
GB50906	Insecta
GB50907	NA
GB50909	Insecta
GB50911	Insecta
GB50912	NA
GB50914	NA
GB50915	NA
GB50916	NA
GB50917	Insecta
GB50918	Insecta
GB50919	Insecta
GB50920	Insecta
GB50921	Insecta
GB50922	Insecta
GB50923	Insecta
GB50924	Insecta
GB50925	Insecta
GB50927	Insecta
GB50928	Insecta
GB50929	Insecta
GB50930	Hymenoptera
GB50931	Insecta
GB50932	Insecta
GB50933	Insecta
GB50934	Insecta
GB50935	Insecta
GB50936	Hymenoptera
GB50937	Hymenoptera
GB50938	Insecta
GB50941	Insecta
GB50942	Insecta
GB50943	Insecta
GB50944	Insecta
GB50945	Insecta
GB50946	Hymenoptera
GB50947	Insecta
GB50949	Insecta
GB50950	Insecta
GB50951	Insecta
GB50952	Insecta
GB50953	Hymenoptera
GB50954	Insecta
GB50955	Insecta
GB50957	Insecta
GB50958	Insecta
GB50959	Insecta
GB50960	Insecta
GB50961	NA
GB50962	Insecta
GB50963	NA
GB50964	Insecta
GB50965	Insecta
GB50966	Insecta
GB50967	Insecta
GB50968	Insecta
GB50969	Insecta
GB50970	Insecta
GB50971	Insecta
GB50972	Insecta
GB50973	Hymenoptera
GB50974	Insecta
GB50975	Insecta
GB50976	Insecta
GB50977	Insecta
GB50978	Insecta
GB50979	NA
GB50980	Insecta
GB50981	Insecta
GB50984	Insecta
GB50985	Insecta
GB50986	Insecta
GB50987	Hymenoptera
GB50988	Apoidea
GB50990	Insecta
GB50993	Insecta
GB50994	Insecta
GB50995	Insecta
GB50996	Insecta
GB50997	Insecta
GB50998	Insecta
GB51000	Insecta
GB51001	Hymenoptera
GB51002	Insecta
GB51003	Insecta
GB51004	Insecta
GB51005	Insecta
GB51008	Insecta
GB51009	Insecta
GB51011	Insecta
GB51012	Hymenoptera
GB51013	Insecta
GB51014	Insecta
GB51015	Insecta
GB51016	Insecta
GB51019	Insecta
GB51029	Insecta
GB51030	Insecta
GB51031	Insecta
GB51032	Hymenoptera
GB51033	Insecta
GB51034	Insecta
GB51035	Insecta
GB51036	Insecta
GB51037	Insecta
GB51040	Insecta
GB51041	Insecta
GB51042	Insecta
GB51043	Insecta
GB51044	Insecta
GB51045	Insecta
GB51046	Insecta
GB51047	Insecta
GB51048	Insecta
GB51050	Insecta
GB51051	Insecta
GB51052	Insecta
GB51055	Hymenoptera
GB51057	Hymenoptera
GB51058	Apis
GB51059	Insecta
GB51060	Insecta
GB51062	Insecta
GB51063	Insecta
GB51064	Insecta
GB51065	Insecta
GB51066	Insecta
GB51067	Insecta
GB51068	Insecta
GB51069	Insecta
GB51070	Insecta
GB51071	Insecta
GB51072	Insecta
GB51074	Insecta
GB51075	Insecta
GB51076	Insecta
GB51077	Hymenoptera
GB51078	Insecta
GB51079	Insecta
GB51080	Insecta
GB51081	Insecta
GB51083	NA
GB51084	Insecta
GB51085	Insecta
GB51086	Insecta
GB51087	Insecta
GB51088	Insecta
GB51089	Insecta
GB51090	Insecta
GB51092	Insecta
GB51093	Insecta
GB51094	NA
GB51095	Insecta
GB51096	NA
GB51098	NA
GB51103	Insecta
GB51104	Insecta
GB51105	Insecta
GB51106	Insecta
GB51107	Insecta
GB51108	Insecta
GB51109	Insecta
GB51110	Insecta
GB51111	Insecta
GB51112	Hymenoptera
GB51113	Insecta
GB51114	Insecta
GB51115	Insecta
GB51116	NA
GB51117	Insecta
GB51118	Insecta
GB51119	Insecta
GB51120	Insecta
GB51121	Insecta
GB51122	Insecta
GB51123	Insecta
GB51124	Insecta
GB51125	Insecta
GB51126	Hymenoptera
GB51127	Hymenoptera
GB51128	NA
GB51129	Insecta
GB51130	Insecta
GB51132	Insecta
GB51133	Insecta
GB51134	Insecta
GB51135	NA
GB51136	NA
GB51137	NA
GB51138	NA
GB51139	NA
GB51141	Insecta
GB51142	Hymenoptera
GB51143	Insecta
GB51144	Insecta
GB51146	Hymenoptera
GB51148	Insecta
GB51149	Hymenoptera
GB51151	NA
GB51152	NA
GB51153	NA
GB51155	Insecta
GB51158	Insecta
GB51159	Hymenoptera
GB51160	Insecta
GB51161	NA
GB51162	NA
GB51163	Hymenoptera
GB51165	Insecta
GB51167	Insecta
GB51168	Hymenoptera
GB51172	Insecta
GB51173	NA
GB51174	Hymenoptera
GB51180	NA
GB51181	Hymenoptera
GB51183	Insecta
GB51184	Hymenoptera
GB51185	Hymenoptera
GB51186	Insecta
GB51188	Insecta
GB51189	Insecta
GB51190	Insecta
GB51191	Insecta
GB51192	Insecta
GB51193	NA
GB51194	NA
GB51195	Insecta
GB51196	NA
GB51197	Insecta
GB51198	Insecta
GB51199	Insecta
GB51200	Insecta
GB51201	Insecta
GB51202	Insecta
GB51204	Insecta
GB51206	Insecta
GB51207	Insecta
GB51208	Insecta
GB51209	Insecta
GB51210	Insecta
GB51211	Insecta
GB51212	NA
GB51213	Insecta
GB51214	Insecta
GB51215	Insecta
GB51216	Insecta
GB51218	Insecta
GB51219	Insecta
GB51220	Hymenoptera
GB51221	Insecta
GB51223	Hymenoptera
GB51224	Insecta
GB51226	Insecta
GB51230	NA
GB51231	Hymenoptera
GB51232	NA
GB51233	NA
GB51234	NA
GB51235	NA
GB51241	Insecta
GB51242	Insecta
GB51243	Insecta
GB51244	Insecta
GB51245	NA
GB51246	Insecta
GB51247	Insecta
GB51248	NA
GB51249	Hymenoptera
GB51251	Insecta
GB51253	Insecta
GB51254	Insecta
GB51255	Insecta
GB51256	Insecta
GB51257	Insecta
GB51258	Insecta
GB51259	NA
GB51260	Hymenoptera
GB51261	Insecta
GB51262	Apis
GB51263	Hymenoptera
GB51264	Insecta
GB51265	NA
GB51267	NA
GB51268	NA
GB51271	Insecta
GB51272	Hymenoptera
GB51273	Insecta
GB51274	NA
GB51276	Insecta
GB51277	NA
GB51278	Insecta
GB51279	Hymenoptera
GB51281	Insecta
GB51282	Insecta
GB51283	Insecta
GB51284	Insecta
GB51286	NA
GB51287	Insecta
GB51289	NA
GB51290	Insecta
GB51292	Insecta
GB51294	Insecta
GB51295	Insecta
GB51298	NA
GB51299	Insecta
GB51301	Hymenoptera
GB51302	Insecta
GB51303	Insecta
GB51304	Hymenoptera
GB51305	Insecta
GB51308	NA
GB51310	NA
GB51311	NA
GB51312	NA
GB51313	NA
GB51314	NA
GB51315	NA
GB51317	NA
GB51318	NA
GB51319	NA
GB51320	NA
GB51323	NA
GB51324	NA
GB51325	Insecta
GB51326	NA
GB51330	Insecta
GB51331	Insecta
GB51332	Insecta
GB51333	Insecta
GB51334	Insecta
GB51335	Insecta
GB51336	Insecta
GB51337	Insecta
GB51338	Apoidea
GB51339	Insecta
GB51340	NA
GB51341	Insecta
GB51342	Insecta
GB51343	Insecta
GB51344	Insecta
GB51345	Insecta
GB51346	Insecta
GB51348	Insecta
GB51349	Insecta
GB51350	NA
GB51351	NA
GB51352	NA
GB51353	NA
GB51354	Insecta
GB51355	Insecta
GB51356	Insecta
GB51357	Insecta
GB51358	Insecta
GB51359	Insecta
GB51360	Insecta
GB51361	Insecta
GB51366	Insecta
GB51367	NA
GB51368	Insecta
GB51369	Insecta
GB51370	Hymenoptera
GB51372	Insecta
GB51373	Insecta
GB51374	Insecta
GB51376	Insecta
GB51380	Insecta
GB51381	Hymenoptera
GB51382	Insecta
GB51383	Insecta
GB51384	NA
GB51385	Insecta
GB51386	Hymenoptera
GB51389	Hymenoptera
GB51390	NA
GB51391	Insecta
GB51392	NA
GB51393	Hymenoptera
GB51394	Insecta
GB51395	Insecta
GB51396	Insecta
GB51398	Insecta
GB51399	Insecta
GB51400	Insecta
GB51401	Insecta
GB51405	Insecta
GB51406	Insecta
GB51407	Hymenoptera
GB51408	Insecta
GB51409	Insecta
GB51410	Insecta
GB51411	Insecta
GB51413	Insecta
GB51414	Insecta
GB51418	Insecta
GB51419	Insecta
GB51420	Insecta
GB51421	Insecta
GB51422	Insecta
GB51423	Hymenoptera
GB51424	NA
GB51425	Insecta
GB51426	Insecta
GB51427	Insecta
GB51428	Insecta
GB51429	Insecta
GB51430	Apis
GB51431	Insecta
GB51432	Insecta
GB51433	Insecta
GB51434	Insecta
GB51439	Hymenoptera
GB51440	Insecta
GB51441	Hymenoptera
GB51442	Insecta
GB51443	NA
GB51444	Insecta
GB51445	NA
GB51455	NA
GB51457	Apis
GB51475	Insecta
GB51478	NA
GB51479	Insecta
GB51481	Insecta
GB51482	Hymenoptera
GB51484	Insecta
GB51485	Hymenoptera
GB51486	Insecta
GB51487	Insecta
GB51489	Insecta
GB51490	Insecta
GB51491	NA
GB51492	NA
GB51493	Insecta
GB51494	Insecta
GB51495	Insecta
GB51496	Insecta
GB51497	Insecta
GB51498	Insecta
GB51499	Insecta
GB51500	Insecta
GB51502	Insecta
GB51503	Insecta
GB51504	Insecta
GB51505	Insecta
GB51506	Insecta
GB51508	Insecta
GB51511	Insecta
GB51512	Insecta
GB51513	Insecta
GB51515	Insecta
GB51517	Insecta
GB51518	Insecta
GB51520	NA
GB51521	Insecta
GB51522	Insecta
GB51524	Insecta
GB51525	Insecta
GB51526	Insecta
GB51528	Insecta
GB51533	Insecta
GB51534	Insecta
GB51535	Insecta
GB51536	Insecta
GB51537	Insecta
GB51538	NA
GB51539	Insecta
GB51540	Insecta
GB51541	Insecta
GB51542	Insecta
GB51543	Insecta
GB51544	Insecta
GB51545	Insecta
GB51546	Insecta
GB51547	Hymenoptera
GB51548	Insecta
GB51549	NA
GB51550	Insecta
GB51551	Insecta
GB51552	Insecta
GB51553	Insecta
GB51555	Insecta
GB51556	Insecta
GB51558	Insecta
GB51560	Insecta
GB51561	Insecta
GB51562	Hymenoptera
GB51564	Insecta
GB51565	Insecta
GB51566	Hymenoptera
GB51567	NA
GB51568	NA
GB51569	NA
GB51570	Insecta
GB51571	Insecta
GB51572	NA
GB51573	Insecta
GB51574	NA
GB51576	NA
GB51578	Insecta
GB51580	Insecta
GB51581	Insecta
GB51582	Insecta
GB51583	Insecta
GB51584	Insecta
GB51585	Insecta
GB51586	Insecta
GB51587	Insecta
GB51588	Insecta
GB51589	Insecta
GB51590	Insecta
GB51591	Insecta
GB51592	Insecta
GB51593	Insecta
GB51594	Hymenoptera
GB51596	Insecta
GB51597	Insecta
GB51598	Insecta
GB51599	Insecta
GB51600	Insecta
GB51601	Insecta
GB51602	Insecta
GB51603	Insecta
GB51604	Insecta
GB51605	Hymenoptera
GB51606	Insecta
GB51607	Insecta
GB51608	Insecta
GB51609	NA
GB51611	Insecta
GB51612	Insecta
GB51613	Insecta
GB51614	Insecta
GB51615	Insecta
GB51617	Insecta
GB51619	Insecta
GB51620	Insecta
GB51621	Hymenoptera
GB51622	Insecta
GB51623	Insecta
GB51624	Insecta
GB51625	Insecta
GB51626	Insecta
GB51627	Insecta
GB51628	Insecta
GB51629	Insecta
GB51630	Insecta
GB51631	Insecta
GB51632	Insecta
GB51633	Insecta
GB51634	Insecta
GB51635	Insecta
GB51636	Insecta
GB51637	Insecta
GB51638	Insecta
GB51641	Insecta
GB51642	Insecta
GB51643	Insecta
GB51644	Insecta
GB51645	NA
